playlist_id,video_id,title,published,view_count,like_count,comment_count,duration,definition,tags,default_audio_language,madeforkid,playlist_title,channel_id,channelTitle,playlist_published,playlist_numvideo
PLblh5JKOoLULJJ6WsCLVyapPS5W1f_LnL,yOJmPkyyZ18,"The AI Buzz, Episode #5: A new wave of AI-based products and the resurgence of personal applications",2023-03-07T16:00:08Z,8872,150,15,PT35M57S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The AI Buzz with Luca and Josh,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-02-17T16:51:55Z,5
PLblh5JKOoLULJJ6WsCLVyapPS5W1f_LnL,tc4LGTVRXV8,"The AI Buzz, Episode #4: ChatGPT + Bing and How to start an AI company in 3 easy steps.",2023-02-21T16:00:07Z,6588,155,23,PT35M26S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The AI Buzz with Luca and Josh,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-02-17T16:51:55Z,5
PLblh5JKOoLULJJ6WsCLVyapPS5W1f_LnL,5GqtRXY-80k,"The AI Buzz, Episode #3: Constitutional AI, Emergent Abilities and Foundation Models",2023-02-07T16:00:10Z,4664,101,9,PT33M43S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The AI Buzz with Luca and Josh,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-02-17T16:51:55Z,5
PLblh5JKOoLULJJ6WsCLVyapPS5W1f_LnL,1xBB8iAXxds,"The AI Buzz, Episode #2: Big data, Reinforcement Learning and Aligning Models",2023-01-24T16:00:08Z,5155,133,26,PT36M52S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The AI Buzz with Luca and Josh,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-02-17T16:51:55Z,5
PLblh5JKOoLULJJ6WsCLVyapPS5W1f_LnL,k3b9Mvtt6lU,"The AI Buzz, Episode #1: ChatGPT, Transformers and Attention",2023-01-11T00:26:52Z,20614,473,57,PT38M21S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The AI Buzz with Luca and Josh,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-02-17T16:51:55Z,5
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,P4aYC1kS4d0,Type 1 Errors,2023-03-20T11:45:33Z,5123,235,10,PT42S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,qioNUZGVH1A,Type 2 Errors,2023-03-20T11:45:38Z,3535,213,9,PT28S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,A88rDEf-pfk,Standardized Data,2023-03-20T11:45:47Z,4620,259,12,PT29S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,oZ9SrkF_-LE,Normalized Data,2023-03-20T11:45:51Z,4615,233,8,PT34S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,bv9agba7blc,PCA Eigenvectors,2023-03-20T11:46:03Z,7620,390,7,PT32S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,ccjrsxXmfnw,PCA Eigenvalues,2023-03-21T17:13:30Z,12950,584,29,PT32S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,PWvfrTgaPBI,"The Sensitivity, Specificity, Precision, Recall Sing-a-Long!!!",2022-02-10T17:19:53Z,54409,2112,129,PT42S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,LS6VX7noVWY,Matrix Notation,2023-04-16T04:00:09Z,4201,203,18,PT20S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,y8xRw76i1qY,Matrix Multiplication,2023-04-16T04:00:33Z,8374,293,12,PT20S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,953NHzFtGHc,Likelihood vs Probability,2023-05-15T04:00:08Z,21078,1545,58,PT30S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,02zO75hHpZQ,p-values,2023-05-15T04:00:00Z,4996,251,14,PT23S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,YaQEUgIr4Mk,Logistic vs Logit Functions,2023-06-12T04:00:16Z,8307,367,22,PT30S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUJlFvWDZFVkm2IzJhPJzRwv,8ZcccMzTz7Y,What is a Logit?,2023-06-19T04:00:04Z,13002,506,26,PT29S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The StatQuest Musical Dictionary,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-15T01:38:26Z,13
PLblh5JKOoLUIX5uaJuLCwjias7ayf98RP,k3b9Mvtt6lU,"The AI Buzz, Episode #1: ChatGPT, Transformers and Attention",2023-01-11T00:26:52Z,20614,473,57,PT38M21S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The AI Buzz with Luca and Josh,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-11T00:14:59Z,5
PLblh5JKOoLUIX5uaJuLCwjias7ayf98RP,1xBB8iAXxds,"The AI Buzz, Episode #2: Big data, Reinforcement Learning and Aligning Models",2023-01-24T16:00:08Z,5155,133,26,PT36M52S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The AI Buzz with Luca and Josh,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-11T00:14:59Z,5
PLblh5JKOoLUIX5uaJuLCwjias7ayf98RP,5GqtRXY-80k,"The AI Buzz, Episode #3: Constitutional AI, Emergent Abilities and Foundation Models",2023-02-07T16:00:10Z,4664,101,9,PT33M43S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The AI Buzz with Luca and Josh,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-11T00:14:59Z,5
PLblh5JKOoLUIX5uaJuLCwjias7ayf98RP,tc4LGTVRXV8,"The AI Buzz, Episode #4: ChatGPT + Bing and How to start an AI company in 3 easy steps.",2023-02-21T16:00:07Z,6588,155,23,PT35M26S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The AI Buzz with Luca and Josh,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-11T00:14:59Z,5
PLblh5JKOoLUIX5uaJuLCwjias7ayf98RP,yOJmPkyyZ18,"The AI Buzz, Episode #5: A new wave of AI-based products and the resurgence of personal applications",2023-03-07T16:00:08Z,8872,150,15,PT35M57S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,The AI Buzz with Luca and Josh,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2023-01-11T00:14:59Z,5
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,qBigTkBLU6g,"StatQuest: Histograms, Clearly Explained",2017-09-25T13:38:28Z,574923,9750,287,PT3M42S,hd,"['StatQuest', 'Joshua Starmer', 'Statistics', 'Histograms']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,oI3hZJqXJuc,The Main Ideas behind Probability Distributions,2017-04-17T17:55:46Z,355301,6770,225,PT5M15S,sd,"['StatQuest', 'Joshua Starmer', 'Statistical Distribution', 'Statistics', 'Histogram', 'Normal Curve', 'clearle explained']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,rzFX5NWojp0,"The Normal Distribution, Clearly Explained!!!",2017-10-09T15:12:09Z,1136545,21326,631,PT5M13S,hd,"['StatQuest', 'Joshua Starmer', 'The Normal Distribution', 'Statistics', 'Distribution', 'Gaussian']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,vikkiwjQqfU,"Population and Estimated Parameters, Clearly Explained!!!",2019-07-01T17:30:00Z,275447,5820,281,PT14M31S,hd,"['StatQuest', 'Josh Starmer', 'Population Parameters', 'Statistics', 'Data Science', 'Estimating', 'Mean', 'Standard Deviation', 'Reproducibility']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,SzZ6GpcfoQY,"Calculating the Mean, Variance and Standard Deviation, Clearly Explained!!!",2019-07-15T18:15:02Z,392264,9497,532,PT14M22S,hd,"['StatQuest', 'Joshua Starmer', 'Population Parameters', 'Estimated Parameters', 'Mean', 'Variance', 'Standard Deviation', 'Statistics', 'Machine Learning', 'Data Science']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,yQhTtdq_y9M,What is a (mathematical) model?,2017-07-17T15:31:28Z,181752,3578,87,PT3M45S,hd,"['Joshua Starmer', 'StatQuest', 'Statistical Models', 'Models', 'Mathematical Models']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,XLCWeSVzHUU,"Sampling from a Distribution, Clearly Explained!!!",2017-05-08T13:47:35Z,195972,3164,101,PT3M49S,sd,"['StatQuest', 'Statistics', 'Random Sampling']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,0oc49DyA3hU,"Hypothesis Testing and The Null Hypothesis, Clearly Explained!!!",2020-07-06T04:00:01Z,424182,9260,430,PT14M41S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'Hypothesis Testing', 'Null Hypothesis']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,vemZtEM63GY,p-values: What they are and how to interpret them,2020-03-23T04:00:17Z,960970,21956,917,PT11M21S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,JQc3yx0-Q9E,How to calculate p-values,2020-03-23T04:15:00Z,351145,8883,714,PT25M15S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,HDCOUXE3HMM,p-hacking: What it is and how to avoid it!,2020-05-04T04:00:05Z,118119,3408,256,PT13M45S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'p-hacking', 'p-values']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,K8LQSvtjcEo,"False Discovery Rates, FDR, clearly explained",2017-01-10T13:40:32Z,188054,4019,413,PT18M27S,sd,"['StatQuest', 'Joshua Starmer', 'Benjamini', 'Hochberg', 'FDR', 'Multiple Testing', 'Statistics', 'High Throughput Sequencing']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,Rsc5znwR5FA,"Statistical Power, Clearly Explained!!!",2020-05-04T04:00:11Z,247013,5887,288,PT8M19S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'power', 'p-values']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,VX_M3tIyiYk,"Power Analysis, Clearly Explained!!!",2020-05-04T04:00:11Z,262850,5472,404,PT16M45S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'Power Analysis', 'Power']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,YAlJCEDH2uY,"The Central Limit Theorem, Clearly Explained!!!",2018-09-03T17:04:06Z,627781,17001,977,PT7M35S,hd,"['Joshua Starmer', 'StatQuest', 'Central Limit Theorem', 'Statistics', 'Clearly Explained', 'CLT', 'The normal distribution']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,A82brFpdr9g,"Standard Deviation vs Standard Error, Clearly Explained!!!",2017-03-20T15:03:59Z,440111,8887,425,PT2M52S,sd,"['StatQuest', 'StatQuickie', 'Statistics', 'Standard Deviation', 'Standard Error']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,VSi0Z04fWj0,"Logs (logarithms), Clearly Explained!!!",2017-02-23T17:12:08Z,119667,3189,258,PT15M37S,sd,"['statistics', 'statquest', 'joshua starmer', 'logs', 'logarithms', 'log2', 'clearly explained']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR,nk2CQITm_eo,"Linear Regression, Clearly Explained!!!",2017-07-24T19:06:27Z,1245020,21380,1503,PT27M27S,hd,"['Joshua Starmer', 'StatQuest', 'Linear Regression', 'Least Squares', 'R squared', 'GLM', 'General Linear Models', 'Statistics']",en,False,#66DaysOfData,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer,2021-06-23T14:44:23Z,74
